,ANÁLISIS / ANALYSES,UNIDADES / UNIT,MIN,MAX,MÉTODO / METHOD,RESULTADOS DE CALIDAD / QUALITY RESULTS,CLIENTE,PRODUCTO,FECHA,NUM PAGINA,ARCHIVO,INCERTIDUMBRE/ UNCERTAINTY %
29112,CONTENIDO DE AZUFRE,% en Peso,1,0.15,ASTM D-4294,N/D,ECOPETROLEO CAMILO,GASOLINA PREMIUM,2023-05-31 18:13:00,2,2023 05 137.pdf,
29113,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 °℃),Adim.,,No. 1,ASTM D-130,1A,ECOPETROLEO CAMILO,GASOLINA PREMIUM,2023-05-31 18:13:00,2,2023 05 137.pdf,
29114,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,ECOPETROLEO CAMILO,GASOLINA PREMIUM,2023-05-31 18:13:00,2,2023 05 137.pdf,
29115,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0002,ECOPETROLEO CAMILO,GASOLINA PREMIUM,2023-05-31 18:13:00,2,2023 05 137.pdf,
29116,COLOR,,Incoloro,,,Amarillo,ECOPETROLEO CAMILO,GASOLINA PREMIUM,2023-05-31 18:13:00,2,2023 05 137.pdf,
29117,OLOR,,Comerciable,,,Comerciable,ECOPETROLEO CAMILO,GASOLINA PREMIUM,2023-05-31 18:13:00,2,2023 05 137.pdf,
29118,DENSIDAD @ 15 ℃,Kg/L,Reportar,,ASTM D-1298,0.7464,ECOPETROLEO CAMILO,GASOLINA PREMIUM,2023-05-31 18:13:00,2,2023 05 137.pdf,
29119,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,58.0,ECOPETROLEO CAMILO,GASOLINA PREMIUM,2023-05-31 18:13:00,2,2023 05 137.pdf,
29120,INDICE ANTIDETONANTE,-,Reportar,,Calculo,90.8,ECOPETROLEO CAMILO,GASOLINA PREMIUM,2023-05-31 18:13:00,2,2023 05 137.pdf,
29121,NUMERO DE OCTANO METODO RESEARCH (RON),,95,,ASTM D-2699,95.2,ECOPETROLEO CAMILO,GASOLINA PREMIUM,2023-05-31 18:13:00,3,2023 05 137.pdf,
29122,NUMERO DE OCTANO METODO MOTOR (MON),,82,,ASTM D-2700,86.4,ECOPETROLEO CAMILO,GASOLINA PREMIUM,2023-05-31 18:13:00,3,2023 05 137.pdf,
29123,NUMERO DE OCTANO METODO RESEARCH (RON),,89,",",ASTM D-2699,95.5,ECOPETROLEO CAMILO,GASOLINA REGULAR,2023-05-31 18:13:00,4,2023 05 137.pdf,
29124,NUMERO DE OCTANO METODO MOTOR (MON],,76,,ASTM D-2700,85.4,ECOPETROLEO CAMILO,GASOLINA REGULAR,2023-05-31 18:13:00,4,2023 05 137.pdf,
29125,NUMERO DE OCTANO METODO RESEARCH (RON),,95,,ASTM D-2699,95.1,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29126,NUMERO DE OCTANO METODO MOTOR (MON),,82,,ASTM D-2700,86.6,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29127,CONTENIDO DE PLOMO,,",",0.02,ASTM D-3237,N/D,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29128,PRESION A VAPOR REID (RVP) @ 100 º F,,,10.0,ASTM D-323,8.31,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29129,RVP + 0.1 E 70 °C,,Reportar,-,Calculo,10.36,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29130,DESTILACION 10% VOL RECUPERADO,,1,75,ASTM D86,58,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29131,DESTILACIÓN 50% VOL. RECUPERADO,,-,121,ASTM D86,111,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29132,DESTILACION 90% VOL. RECUPERADO,,,190,ASTM D86,174,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29133,PUNTO FINAL,,.,225,ASTM D86,212,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29134,RESIDUO,,,"2,0",ASTM D86,0.3,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29135,RECUPERADO @ 70 °C,,Reportar,-,ASTM D86,20.45,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29136,CONTENIDO DE GOMAS EXISTENTES,,,4,ASTM D-381,N/D,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29137,PERIODO DE INDUCCION,,240,.,ASTM D-525,>240,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29138,CONTENIDO DE AZUFRE,,,0.15,ASTM D-4294,N/D,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29139,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 °℃),,,No. 1,ASTM D-130,1A,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29140,PRUEBA DOCTOR,,Negativo,,IP-30,Negativo,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29141,MERCAPTANO COMO AZUFRE,,,0.0015,ASTM D-3227,0.0002,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29142,COLOR,,Incoloro,,,Amarillo,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29143,OLOR,,Comerciable,,,Comerciable,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29144,DENSIDAD @ 15 ℃,,Reportar,,ASTM D-1298,0.7425,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29145,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,59.0,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29146,INDICE ANTIDETONANTE,,Reportar,,Calculo,90.8,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,1,2023 05 123.pdf,
29147,NUMERO DE OCTANO METODO RESEARCH (RON),,95,1,ASTM D-2699,95.4,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29148,NUMERO DE OCTANO METODO MOTOR (MON),.,82,-,ASTM D-2700,86.7,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29149,CONTENIDO DE PLOMO,G/gal,.,0.02,ASTM D-3237,N/D,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29150,PRESION A VAPOR REID (RVP) @ 100 º F,PSI,,10.0,ASTM D-323,8.56,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29151,RVP + 0.1 E 70°C,.,Reportar,.,Calculo,10.69,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29152,DESTILACION 10% VOL. RECUPERADO,°c,.,75,ASTM D86,57,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29153,DESTILACION 50% VOL RECUPERADO,℃,,121,ASTM D86,110,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29154,DESTILACION 90% VOL. RECUPERADO,·℃,-,190,ASTM D86,173,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29155,PUNTO FINAL,℃,,225,ASTM D86,211,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29156,RESIDUO,% Vol.,,"2,0",ASTM D86,0.9,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29157,RECUPERADO @ 70 °℃,% Vol.,Reportar,-,ASTM D86,21.27,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29158,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,,4,ASTM D-381,N/D,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29159,PERIODO DE INDUCCION,Minutos,240,,ASTM D-525,>240,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29160,CONTENIDO DE AZUFRE,% en Peso,1,0.15,ASTM D-4294,N/D,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29161,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° ℃),Adim.,,No. 1,ASTM D-130,1A,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29162,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29163,MERCAPTANO COMO AZUFRE,% Peso,-,0.0015,ASTM D-3227,0.0004,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29164,COLOR,,Incoloro,,.,Amarillo,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29165,OLOR,,Comerciable,,,Comerciable,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29166,DENSIDAD @ 15 °℃,Kg/L,Reportar,,ASTM D-1298,0.7425,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29167,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,59.0,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29168,INDICE ANTIDETONANTE,.,Reportar,,Calculo,91.0,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA PREMIUM,2023-05-26 18:36:00,2,2023 05 123.pdf,
29169,NUMERO DE OCTANO METODO RESEARCH (RON),,95,,ASTM D-2699,95.3,ECOPETROLEO BAYAGUANA,GASOLINA PREMIUM,2023-05-26 18:36:00,3,2023 05 123.pdf,
29170,NUMERO DE OCTANO METODO MOTOR (MON),,82,-,ASTM D-2700,86.5,ECOPETROLEO BAYAGUANA,GASOLINA PREMIUM,2023-05-26 18:36:00,3,2023 05 123.pdf,
29171,NUMERO DE OCTANO METODO RESEARCH (RON),,89,,ASTM D-2699,91.9,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29172,NUMERO DE OCTANO METODO MOTOR (MON),,76,.,ASTM D-2700,82.2,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29173,CONTENIDO DE PLOMO,G/gal,1,0.02,ASTM D-3237,N/D,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29174,PRESION A VAPOR REID (RVP] @ 100 º F,PSI,,10.0,ASTM D-323,9.40,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29175,RVP + 0.1 E 70°C,.,Reportar,,Calculo,12.10,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29176,DESTILACION 10% VOL. RECUPERADO,·C,,75,ASTM D86,57,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29177,DESTILACION 50% VOL. RECUPERADO,℃,,121,ASTM D86,96,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29178,DESTILACION 90% VOL. RECUPERADO,·℃,-,190,ASTM D86,164,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29179,PUNTO FINAL,℃,-,225,ASTM D86,199,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29180,RESIDUO,% Vol.,.,"2,0",ASTM D86,0.5,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29181,RECUPERADO @ 70 °C,% Vol.,Reportar,-,ASTM D86,27.0,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29182,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,.,4,ASTM D-381,0.6,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29183,PERIODO DE INDUCCION,Minutos,240,,ASTM D-525,>240,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29184,CONTENIDO DE AZUFRE,% Peso,,0.15,ASTM D-4294,N/D,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29185,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° C),Adim.,,No 1,ASTM D-130,1A,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29186,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29187,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0006,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29188,COLOR,1,Naranja,,.,Rojo,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29189,OLOR,,Comerciable,,,Comerciable,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29190,DENSIDAD @ 15 °℃,Kg/L,Reportar,,ASTM D-1298,0.7386,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29191,GRAVEDAD API @ 60 ° F,-,Reportar,,ASTM D-1298,60.0,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29192,INDICE ANTIDETONANTE,-,Reportar,:unselected:,Calculo,87.1,"ECOPETROLEO BAYAGUANA
DÍA ANÁLISIS",GASOLINA REGULAR,2023-05-26 18:36:00,4,2023 05 123.pdf,
29193,NUMERO DE OCTANO METODO RESEARCH (RON),1,95,1,ASTM D-2699,96.1,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29194,NUMERO DE OCTANO METODO MOTOR (MON),.,82,,ASTM D-2700,88.0,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29195,CONTENIDO DE PLOMO,G/gal,,0.02,ASTM D-3237,N/D,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29196,PRESION A VAPOR REID (RVP) @ 100 º F,PS,",",10.0,ASTM D-323,7.96,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29197,RVP + 0.1 E 70 ° C,.,Reportar,-,Calculo,9.68,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29198,DESTILACION 10% VOL. RECUPERADO,º C,,75,ASTM D86,63,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29199,DESTILACION 50% VOL. RECUPERADO,0,1,121,ASTM D86,96,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29200,DESTILACION 90% VOL. RECUPERADO,℃,,190,ASTM D86,165,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29201,PUNTO FINAL,U,,225,ASTM D86,214,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29202,RESIDUO,% Vol.,,"2,0",ASTM D86,1.0,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29203,RECUPERADO @ 70 °C,% Vol.,Reportar,.,ASTM D86,17.22,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29204,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,,4,ASTM D-381,N/D,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29205,PERIODO DE INDUCCION,Minutos,240,,ASTM D-525,>240,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29206,CONTENIDO DE AZUFRE,% en Peso,,0.15,ASTM D-4294,N/D,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29207,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° C),Adim.,,No. 1,ASTM D-130,1A,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29208,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29209,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0003,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29210,COLOR,,Incoloro,,,Amarillo,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29211,OLOR,,Comerciable,:unselected:,,Comerciable,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29212,DENSIDAD @ 15 °C,Kg/L,Reportar,:unselected:,ASTM D-1298,0.7349,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29213,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,61.0,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29214,INDICE ANTIDETONANTE,:unselected:,Reportar,,Calculo,92.0,PETRONAN CIRUELILLO,GASOLINA PREMIUM,2023-09-06 17:41:00,1,2023 06 037.pdf,
29215,NUMERO DE OCTANO METODO RESEARCH (RON),-,89,,ASTM D-2699,92.1,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29216,NUMERO DE OCTANO METODO MOTOR (MON),1,76,1,ASTM D-2700,82.2,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29217,CONTENIDO DE PLOMO,G/gal,1,0.02,ASTM D-3237,N/D,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29218,PRESION A VAPOR REID (RVP) @ 100 º F,PSI,,10.0,ASTM D-323,9.25,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29219,RVP + 0.1 E 70 ° C,-,Reportar,-,Calculo,12.71,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29220,DESTILACION 10% VOL. RECUPERADO,·C,,75,ASTM D86,52,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29221,DESTILACION 50% VOL. RECUPERADO,,,121,ASTM D86,89,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29222,DESTILACION 90% VOL. RECUPERADO,℃,,190,ASTM D86,156,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29223,PUNTO FINAL,ºC,,225,ASTM D86,190,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29224,RESIDUO,% Vol.,,"2,0",ASTM D86,0.8,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29225,RECUPERADO @ 70 °C,% Vol.,Reportar,,ASTM D86,34.57,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29226,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,,4,ASTM D-381,1.0,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29227,PERIODO DE INDUCCION,Minutos,240,4,ASTM D-525,>240,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29228,CONTENIDO DE AZUFRE,% Peso,,0.15,ASTM D-4294,N/D,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29229,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° C),Adim.,,No 1,ASTM D-130,1A,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29230,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29231,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0007,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29232,COLOR,,Naranja,,,Rosado,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29233,OLOR,:unselected:,Comerciable,,,Comerciable,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29234,DENSIDAD @ 15 °C,Kg/L,Reportar,-,ASTM D-1298,0.7386,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29235,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,60.0,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29236,INDICE ANTIDETONANTE,,Reportar,,Calculo,87.2,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,2,2023 06 037.pdf,
29237,NUMERO DE OCTANO METODO RESEARCH (RON),,89,,ASTM D-2699,91.9,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,3,2023 06 037.pdf,
29238,NUMERO DE OCTANO METODO MOTOR (MON),,76,,ASTM D-2700,82.2,PETRONAN CIRUELILLO,GASOLINA REGULAR,2023-09-06 17:41:00,3,2023 06 037.pdf,
29239,NUMERO DE OCTANO METODO RESEARCH (RON),,95,,ASTM D-2699,,NATIVA PASEO ORIENTAL,GASOLINA PREMIUM,2023-06-06 15:54:00,1,2023 06 023.pdf,
29240,NUMERO DE OCTANO METODO MOTOR (MON),,82,,ASTM D-2700,,NATIVA PASEO ORIENTAL,GASOLINA PREMIUM,2023-06-06 15:54:00,1,2023 06 023.pdf,
29241,CONTENIDO DE PLOMO,,ʻ,0.02,ASTM D-3237,,NATIVA PASEO ORIENTAL,GASOLINA PREMIUM,2023-06-06 15:54:00,1,2023 06 023.pdf,
29242,PRESION A VAPOR REID (RVP) @ 100 º F,,1,10.0,ASTM D-323,,NATIVA PASEO ORIENTAL,GASOLINA PREMIUM,2023-06-06 15:54:00,1,2023 06 023.pdf,
29243,RVP + 0.1 E 70 °C,,Reportar,-,Calculo,,NATIVA PASEO ORIENTAL,GASOLINA PREMIUM,2023-06-06 15:54:00,1,2023 06 023.pdf,
29244,DESTILACION 10% VOL. RECUPERADO,,,75,ASTM D86,,NATIVA PASEO ORIENTAL,GASOLINA PREMIUM,2023-06-06 15:54:00,1,2023 06 023.pdf,
29245,DESTILACION 50% VOL. RECUPERADO,,,121,ASTM D86,,NATIVA PASEO ORIENTAL,GASOLINA PREMIUM,2023-06-06 15:54:00,1,2023 06 023.pdf,
